expnum;duration;num_robots;clever;num_collisions;num_broken;wscount1;wscount2;wscount3;wscount4;wscount5;wscount6;wscount7;wscount8;wscount9;wscount10;wscountsum
1;505.760522;100;False;0;0;0;0;0;0;0;0;0;0;0;1;1
2;1731.779228;100;True;29;6;2;2;3;3;3;6;2;4;4;2;31
