expnum;num_robots;clever;num_broken;wscount1;wscount2;wscount3;wscount4;wscount5;wscount6;wscount7;wscount8;wscount9;wscount10;wscountsum
37;15;True;2;1;0;0;1;2;2;1;2;1;1;11
38;15;True;0;1;1;0;0;3;0;2;1;3;1;12
39;15;True;4;1;0;2;1;1;3;3;1;1;0;13
40;15;True;0;2;0;2;0;2;0;2;2;2;1;13
41;20;False;0;0;0;0;0;1;0;0;0;0;0;1
42;20;False;0;0;0;0;0;0;0;0;0;0;0;0
43;20;False;0;0;0;0;0;0;0;0;0;0;0;0
44;20;False;0;0;0;0;0;0;0;0;0;0;0;0
45;20;False;0;0;0;0;0;0;0;0;0;0;0;0
46;20;False;0;0;0;0;0;0;0;0;0;0;0;0
47;20;False;0;0;0;0;0;0;0;0;0;0;0;0
48;20;False;0;0;0;0;0;1;0;0;0;0;0;1
49;20;False;0;0;0;0;0;0;0;0;0;0;0;0
50;20;False;0;0;0;0;0;0;0;0;0;0;0;0
51;20;True;0;2;0;1;1;2;3;1;0;1;3;14
52;20;True;2;1;0;1;2;2;2;2;0;2;0;12
53;20;True;2;1;0;1;2;1;2;2;1;2;3;15
54;20;True;2;1;0;1;1;2;3;3;1;1;2;15
55;20;True;2;2;0;1;1;1;2;1;1;2;2;13
56;20;True;0;0;0;2;2;1;1;4;0;0;1;11
57;20;True;2;1;0;1;0;2;2;2;1;2;2;13
58;20;True;2;1;0;1;1;3;2;2;0;1;0;11
59;20;True;4;0;0;0;2;3;1;2;1;1;1;11
60;20;True;2;0;0;1;0;2;3;0;1;2;1;10
61;25;False;0;0;0;0;0;0;0;0;0;0;0;0
62;25;False;0;0;0;0;0;0;0;0;0;0;0;0
63;25;False;0;0;0;0;0;0;0;0;0;0;0;0
64;25;False;0;0;0;0;0;0;0;0;0;0;0;0
65;25;False;0;0;0;0;0;0;1;0;0;1;0;2
66;25;False;0;0;0;0;0;0;0;0;0;0;0;0
67;25;False;0;0;0;0;0;0;0;0;0;0;0;0
68;25;False;0;0;0;0;0;0;0;0;0;0;0;0
69;25;False;0;0;0;0;0;0;1;0;0;0;0;1
70;25;False;0;0;0;0;0;0;0;0;0;0;0;0
71;25;True;0;2;3;2;1;3;0;0;0;3;2;16
72;25;True;0;2;1;2;1;2;0;0;0;3;0;11
73;25;True;0;1;2;2;1;1;1;0;0;4;1;13
74;25;True;2;1;1;2;2;2;1;0;0;3;1;13
75;25;True;0;1;3;2;1;2;1;0;1;1;3;15
76;25;True;0;1;4;2;1;1;3;0;1;2;2;17
77;25;True;0;1;2;2;1;1;1;0;0;3;2;13
78;25;True;2;1;3;3;1;2;2;0;0;3;1;16
79;25;True;0;2;2;2;1;2;1;0;0;3;2;15
80;25;True;2;1;3;5;1;2;0;0;0;4;2;18
81;30;False;0;0;0;0;0;0;0;1;0;0;0;1
82;30;False;0;0;0;0;0;0;0;1;0;0;0;1
83;30;False;0;1;0;0;0;0;0;1;0;0;0;2
84;30;False;0;1;0;0;0;0;0;1;0;0;0;2
85;30;False;0;0;0;0;0;0;0;0;0;0;0;0
86;30;False;0;0;0;0;0;0;0;1;0;0;0;1
87;30;False;0;1;0;0;0;0;0;0;0;0;0;1
88;30;False;0;1;0;0;0;0;0;1;0;0;0;2
89;30;False;0;0;0;0;0;0;0;0;0;0;0;0
90;30;False;0;1;0;0;0;0;0;1;0;0;0;2
91;30;True;0;3;3;3;0;2;1;3;3;2;3;23
92;30;True;6;4;1;1;0;1;3;2;2;2;3;19
93;30;True;2;3;2;4;3;1;1;2;2;1;2;21
94;30;True;6;3;2;2;1;2;1;4;0;3;3;21
95;30;True;4;3;4;2;3;1;2;1;2;2;4;24
96;30;True;6;2;2;3;1;2;0;3;5;2;3;23
97;30;True;0;3;2;4;1;0;1;1;4;3;3;22
98;30;True;2;3;4;4;1;0;1;2;4;2;2;23
99;30;True;2;2;2;3;2;2;3;2;5;3;2;26
100;30;True;6;2;3;3;2;2;3;2;3;2;3;25
101;35;False;0;1;0;1;0;0;0;0;0;1;0;3
102;35;False;0;1;1;0;0;0;0;0;0;0;0;2
103;35;False;0;1;1;0;0;0;0;0;0;1;0;3
104;35;False;0;1;0;0;0;0;0;0;0;0;0;1
105;35;False;0;1;1;0;0;0;0;0;0;1;0;3
106;35;False;0;1;0;0;0;0;0;0;0;1;0;2
107;35;False;0;1;1;0;0;0;0;0;0;0;0;2
108;35;False;0;1;0;1;0;0;0;0;0;0;0;2
109;35;False;0;1;1;0;0;0;0;0;0;1;0;3
110;35;False;0;1;1;0;0;0;0;0;0;0;0;2
111;35;True;8;4;2;3;3;3;3;1;2;1;3;25
112;35;True;6;2;3;3;2;1;3;3;2;2;2;23
113;35;True;4;1;3;3;1;4;2;1;2;4;3;24
114;35;True;4;2;3;3;2;2;2;1;3;4;1;23
115;35;True;4;0;0;2;0;0;0;0;0;1;0;3
116;35;True;6;3;3;4;3;2;3;1;2;7;2;30
117;35;True;10;2;3;3;2;3;4;1;3;4;1;26
118;35;True;4;3;4;2;2;2;0;2;3;4;3;25
119;35;True;5;3;3;4;3;2;3;3;3;2;3;29
120;35;True;6;2;3;2;2;3;3;1;5;4;0;25
121;40;False;0;0;0;0;0;1;0;0;0;0;0;1
122;40;False;0;0;0;0;0;1;0;0;0;0;0;1
123;40;False;0;0;0;0;0;0;0;0;0;1;0;1
124;40;False;0;0;0;0;0;0;0;0;0;0;0;0
125;40;False;0;0;0;0;0;1;0;0;0;0;0;1
126;40;False;0;0;0;0;0;0;0;0;0;0;0;0
127;40;False;0;0;0;0;0;0;0;0;0;0;0;0
128;40;False;0;0;0;0;0;1;0;0;0;0;0;1
129;40;False;0;0;0;0;0;0;0;0;0;0;0;0
130;40;False;0;0;0;0;0;0;0;0;0;0;0;0
131;40;True;6;2;3;3;2;4;3;3;3;3;3;29
132;40;True;6;4;1;3;3;4;1;4;3;3;3;29
133;40;True;12;3;2;4;2;4;3;2;3;3;1;27
134;40;True;6;2;3;2;3;4;4;5;1;3;3;30
135;40;True;6;3;3;3;4;2;3;4;3;4;3;32
136;40;True;9;2;2;4;3;4;3;3;4;2;4;31
137;40;True;7;2;3;3;4;5;1;4;2;4;4;32
138;40;True;6;3;2;3;3;4;4;3;3;4;3;32
139;40;True;8;2;1;4;3;5;4;2;0;2;2;25
140;40;True;6;2;2;4;5;4;3;4;2;2;4;32
