expnum;duration;num_robots;clever;num_collisions;num_broken;wscount1;wscount2;wscount3;wscount4;wscount5;wscount6;wscount7;wscount8;wscount9;wscount10;wscountsum
1;429.695033;100;False;0;0;0;0;0;0;0;0;1;0;0;2;3
2;1511.81111;100;True;17;10;4;3;4;2;2;5;4;3;2;3;32
