expnum;num_robots;clever;num_broken;wscount1;wscount2;wscount3;wscount4;wscount5;wscount6;wscount7;wscount8;wscount9;wscount10;wscountsum
91;65;True;10;4;5;3;2;6;3;3;5;3;4;38
92;65;True;14;4;5;3;2;5;1;3;2;3;2;30
93;65;True;13;3;5;3;3;4;2;2;5;3;4;34
94;65;True;12;3;4;3;2;4;3;4;2;2;2;29
95;65;True;15;4;3;3;4;6;2;3;5;1;3;34
96;65;True;18;3;5;3;4;4;2;4;5;5;3;38
97;65;True;8;3;5;4;3;3;2;3;4;2;4;33
98;65;True;8;4;5;4;2;2;3;2;3;3;4;32
99;65;True;8;4;2;3;3;3;2;2;6;1;4;30
100;65;True;13;5;2;2;3;4;2;3;6;2;4;33
101;70;False;0;0;1;0;0;0;0;0;0;0;0;1
102;70;False;0;0;0;0;1;0;0;0;0;0;0;1
103;70;False;0;0;0;0;1;0;0;0;0;0;0;1
104;70;False;0;0;0;0;0;0;1;0;0;0;0;1
105;70;False;0;0;0;0;0;0;1;0;0;0;1;2
106;70;False;0;0;1;0;0;0;1;0;0;0;0;2
107;70;False;0;0;0;0;1;0;1;0;0;0;0;2
108;70;False;0;0;0;0;1;0;1;0;0;0;0;2
109;70;False;2;0;1;0;1;0;0;0;0;0;0;2
110;70;False;0;0;1;0;0;0;0;0;0;0;0;1
111;70;True;10;2;3;4;6;2;3;3;3;3;3;32
112;70;True;10;3;2;3;5;2;3;2;4;5;4;33
113;70;True;17;3;3;2;4;2;2;2;5;4;5;32
114;70;True;11;4;4;5;3;2;3;2;6;4;4;37
115;70;True;8;5;2;3;5;4;3;3;5;3;2;35
116;70;True;9;5;4;1;5;3;4;2;3;3;3;33
117;70;True;12;5;2;4;5;1;4;2;5;4;3;35
118;70;True;13;4;3;4;4;3;3;3;3;3;3;33
119;70;True;13;5;3;3;3;5;4;0;3;6;5;37
120;70;True;6;3;4;3;4;0;4;3;5;6;4;36
121;75;False;0;0;0;0;0;0;0;0;0;1;0;1
122;75;False;0;0;1;0;0;0;0;0;0;0;0;1
123;75;False;0;0;0;0;0;0;0;0;0;0;0;0
124;75;False;0;0;1;0;0;0;0;0;0;0;0;1
125;75;False;0;0;0;0;0;0;0;0;0;1;0;1
126;75;False;0;0;0;0;0;0;0;0;0;2;0;2
127;75;False;0;0;0;0;0;0;0;0;0;1;0;1
128;75;False;0;0;1;0;0;0;0;0;0;2;0;3
129;75;False;0;0;0;0;0;0;0;0;0;0;0;0
130;75;False;2;0;1;0;0;0;0;0;0;0;0;1
131;75;True;14;4;3;3;5;4;4;2;3;1;3;32
132;75;True;8;5;3;2;2;5;4;2;2;2;2;29
133;75;True;10;3;2;3;4;3;5;6;1;4;2;33
134;75;True;6;3;7;2;3;2;5;5;2;3;3;35
135;75;True;6;3;4;3;5;4;4;1;3;3;3;33
136;75;True;12;6;4;2;3;1;4;4;3;3;3;33
137;75;True;12;4;4;3;5;3;7;4;3;3;1;37
138;75;True;12;3;4;2;4;3;5;4;1;4;2;32
139;75;True;9;4;4;4;3;3;4;4;1;3;2;32
140;75;True;9;1;4;3;4;4;4;4;3;4;1;32
141;80;False;2;1;0;0;0;0;0;0;0;0;1;2
142;80;False;2;0;0;0;0;0;0;0;0;0;1;1
143;80;False;2;1;0;0;0;0;0;0;0;0;1;2
144;80;False;2;0;0;0;0;0;0;0;0;0;0;0
145;80;False;2;1;0;0;0;0;0;0;0;0;1;2
146;80;False;2;1;0;0;0;0;0;0;0;0;1;2
147;80;False;0;0;0;0;1;0;0;0;0;0;0;1
148;80;False;2;1;0;0;0;0;0;0;0;0;0;1
149;80;False;2;0;0;0;0;0;0;0;0;0;1;1
150;80;False;0;0;0;0;1;0;0;0;0;0;0;1
151;80;True;2;1;1;0;1;1;1;3;2;1;2;13
152;80;True;12;5;2;5;2;2;3;5;4;3;2;33
153;80;True;12;4;3;4;2;3;4;4;5;4;3;36
154;80;True;12;3;3;5;3;3;2;5;3;3;3;33
155;80;True;10;2;4;4;3;0;3;3;5;4;3;31
156;80;True;6;4;3;5;2;3;2;4;6;4;2;35
157;80;True;13;3;5;2;4;2;2;5;4;4;3;34
158;80;True;12;2;3;3;2;2;2;4;3;5;3;29
159;80;True;12;4;3;1;1;2;1;5;4;2;3;26
160;80;True;10;3;3;3;3;1;4;5;2;2;2;28
