step;time;x1;y1;x2;y2;x3;y3;task1;task2;task3;broken1;broken2;broken3;wscount1;wscount2;wscount3;wscount4;wscount5;queue
70;109;84;125;169;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1']
71;110;83;125;168;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1']
72;111;82;125;167;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1']
73;112;81;125;166;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1']
74;113;80;125;166;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1']
75;114;79;125;166;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1']
76;115;78;125;165;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1']
77;116;77;125;164;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1']
78;117;77;125;164;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1']
79;118;76;125;163;2;183;187;d(item11, ws5);d(item15, ws4);None;False;False;False;0;0;0;0;0;['ws1', 'ws3', 'ws1', 'ws4', 'ws3', 'ws3', 'ws2', 'ws5', 'ws3', 'ws2', 'ws5', 'ws3', 'ws5', 'ws2', 'ws2', 'ws5', 'ws1']
