expnum;duration;num_robots;clever;num_collisions;num_broken;wscount1;wscount2;wscount3;wscount4;wscount5;wscount6;wscount7;wscount8;wscount9;wscount10;wscountsum
1;692.327087;100;False;0;0;0;0;0;1;0;0;0;0;0;0;1
2;2444.702976;100;True;48;13;2;3;2;3;4;4;6;6;1;4;35
