expnum;duration;num_robots;clever;num_collisions;num_broken;wscount1;wscount2;wscount3;wscount4;wscount5;wscount6;wscount7;wscount8;wscount9;wscount10;wscountsum
1;574.183726;100;False;0;0;0;0;0;0;0;0;1;0;0;1;2
2;2193.346539;100;True;22;8;5;3;3;3;4;4;1;2;4;3;32
